FIRSTNAME,"MIDDLE NAME","LAST NAME",ID,BIRTHDAY,ADDRESS,SIGNATURE,"DATE ISSUE",SEX,STATUS,BIRTHPLACE,EMERGENCY,OCCUPATION,ELIGIBILITY,IDNO,QRCODE
ANTONIO,,"DE GUZMAN",R-202503-0575,"JUN. 30, 1979","HOUSE #551 STREET 24, BANTUG-PETINES, ALICIA, ISABELA, 3568",NO,,MALE,WIDOWED,,,PRIVATE_EMPLOYEE,,30FE02874944,QR-R-D7455C7EBD
TERESA,,FLORES,R-202503-0576,"OCT. 6, 2009","HOUSE #551 STREET 24, BANTUG-PETINES, ALICIA, ISABELA, 3568",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-06BA516FCA
SOFIA,,BAUTISTA,R-202503-0577,"JAN. 16, 2006","HOUSE #551 STREET 24, BANTUG-PETINES, ALICIA, ISABELA, 3568",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,,QR-R-9F0E788491
ANTONIO,RAMOS,"DE GUZMAN",R-202503-0578,"NOV. 24, 2021","HOUSE #61 STREET 15, RIZAL, ALICIA, ISABELA, 8255",NO,,FEMALE,SINGLE,,,STUDENT,PWD,,QR-R-883AB663E2
LUIS,,"DELA PEñA",R-202503-0579,"AUG. 31, 2024","HOUSE #61 STREET 15, RIZAL, ALICIA, ISABELA, 8255",NO,,MALE,SINGLE,,,STUDENT,PWD,,QR-R-01FD591BCF
ELENA,"DE LA CRUZ",TORRES,R-202503-0580,"JUN. 20, 1969","HOUSE #61 STREET 15, RIZAL, ALICIA, ISABELA, 8255",NO,,FEMALE,SEPARATED,,,LABORER,,6C4A3815CACA,QR-R-9277EAAA9F
JOSEFINA,SANTOS,PEREZ,R-202503-0581,"FEB. 19, 1974","HOUSE #61 STREET 15, RIZAL, ALICIA, ISABELA, 8255",NO,,FEMALE,MARRIED,,,LABORER,,,QR-R-F8BA253937
MARIA,,SANTIAGO,R-202503-0582,"OCT. 15, 1976","HOUSE #490 STREET 33, BURGOS, ALICIA, ISABELA, 3633",NO,,FEMALE,SINGLE,,,PRIVATE_EMPLOYEE,,,QR-R-AC0323D357
PEDRO,LOPEZ,REYES,R-202503-0583,"OCT. 19, 1966","HOUSE #490 STREET 33, BURGOS, ALICIA, ISABELA, 3633",NO,,FEMALE,MARRIED,,,PRIVATE_EMPLOYEE,,9F960ABB61DC,QR-R-D5FD371676
JUAN,,CASTRO,R-202503-0584,"OCT. 26, 1994","HOUSE #490 STREET 33, BURGOS, ALICIA, ISABELA, 3633",NO,,MALE,SINGLE,,,FACTORY_WORKER,,,QR-R-045EE7E318
MARIA,GARCIA,NAVARRO,R-202503-0585,"AUG. 28, 1986","HOUSE #490 STREET 33, BURGOS, ALICIA, ISABELA, 3633",NO,,MALE,SINGLE,,,VENDOR,,4FDA47CD6B2F,QR-R-6CBB2D64AE
SOFIA,GARCIA,GARCIA,R-202503-0586,"MAR. 26, 1969","HOUSE #490 STREET 33, BURGOS, ALICIA, ISABELA, 3633",NO,,MALE,SEPARATED,,,FARMER,,,QR-R-3C4717F809
CARMEN,RAMOS,PADILLA,R-202503-0587,"FEB. 10, 1976","HOUSE #625 STREET 24, PADDAD, ALICIA, ISABELA, 5435",NO,,MALE,MARRIED,,,LABORER,,5AEA882E8DF4,QR-R-48F683D0FB
MANUEL,CASTRO,PEREZ,R-202503-0588,"DEC. 10, 1992","HOUSE #625 STREET 24, PADDAD, ALICIA, ISABELA, 5435",NO,,MALE,SINGLE,,,UNEMPLOYED,,,QR-R-DBF00E4A67
LOURDES,DOMINGO,CRUZ,R-202503-0589,"DEC. 18, 2018","HOUSE #683 STREET 28, SANTO TOMAS, ALICIA, ISABELA, 4895",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-09AA076F58
LUISA,GONZALES,RIVERA,R-202503-0590,"FEB. 25, 1979","HOUSE #683 STREET 28, SANTO TOMAS, ALICIA, ISABELA, 4895",NO,,FEMALE,MARRIED,,,FARMER,,,QR-R-EBFCFD4683
ANTONIO,,VALDEZ,R-202503-0591,"JAN. 4, 2002","HOUSE #683 STREET 28, SANTO TOMAS, ALICIA, ISABELA, 4895",NO,,MALE,SINGLE,,,TEACHER,,A3CA2318E836,QR-R-5ABCAC8BF9
LOURDES,RAMOS,MARTINEZ,R-202503-0592,"APR. 3, 1991","HOUSE #683 STREET 28, SANTO TOMAS, ALICIA, ISABELA, 4895",NO,,MALE,SINGLE,,,FACTORY_WORKER,,96BFE9A67443,QR-R-3A9F6D1DD9
TERESA,RAMOS,VALDEZ,R-202503-0593,"AUG. 10, 1984","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,FEMALE,SEPARATED,,,FARMER,,,QR-R-398A161CBE
ROSA,,MIRANDA,R-202503-0594,"MAY. 28, 2020","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,MALE,SINGLE,,,STUDENT,,E045D3E135C8,QR-R-CD361C3FF9
CARLOS,NAVARRO,VALDEZ,R-202503-0595,"AUG. 3, 2010","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-61064BA86F
TERESA,CASTRO,ROMERO,R-202503-0596,"DEC. 28, 1994","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,FEMALE,MARRIED,,,VENDOR,,,QR-R-F5B9A97BF0
ROSA,,FLORES,R-202503-0597,"JUN. 23, 2008","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,FEMALE,SINGLE,,,STUDENT,,,QR-R-1CFF2D68A7
JOSEFINA,FLORES,FLORES,R-202503-0598,"JAN. 3, 1999","HOUSE #648 STREET 46, AMISTAD, ALICIA, ISABELA, 7418",NO,,MALE,MARRIED,,,LABORER,,E25F7D497810,QR-R-D11C38B07A
SOFIA,AQUINO,GONZALES,R-202503-0599,"DEC. 11, 2010","HOUSE #830 STREET 15, BURGOS, ALICIA, ISABELA, 1627",NO,,FEMALE,SINGLE,,,STUDENT,,13734A664517,QR-R-C31D25E87B
MIGUEL,,"DE LA CRUZ",R-202503-0600,"DEC. 12, 1958","HOUSE #830 STREET 15, BURGOS, ALICIA, ISABELA, 1627",NO,,MALE,MARRIED,,,RETIRED,"SENIOR CITIZEN",BBE40BB50DD1,QR-R-4B4B12F76E
CARLOS,,RIVERA,R-202503-0601,"OCT. 20, 2008","HOUSE #830 STREET 15, BURGOS, ALICIA, ISABELA, 1627",NO,,FEMALE,SINGLE,,,STUDENT,,45BB82921227,QR-R-2955522250
TERESA,SANTOS,MORALES,R-202503-0602,"MAY. 31, 1971","HOUSE #830 STREET 15, BURGOS, ALICIA, ISABELA, 1627",NO,,MALE,MARRIED,,,TEACHER,,,QR-R-CD9ACFCAA8
LUISA,,"DE LA CRUZ",R-202503-0603,"JUN. 22, 1967","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,MALE,MARRIED,,,GOVERNMENT_EMPLOYEE,,,QR-R-57F6E9F57C
LUIS,,"DEL ROSARIO",R-202503-0604,"OCT. 10, 2010","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,FEMALE,SINGLE,,,STUDENT,,4D9A0ED573C3,QR-R-75B60C38C5
LUISA,PEREZ,DIAZ,R-202503-0605,"JUN. 26, 1992","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,MALE,MARRIED,,,LABORER,,,QR-R-A3D745CFED
JOSEFINA,GARCIA,"DELA PEñA",R-202503-0606,"SEP. 4, 1984","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,FEMALE,MARRIED,,,FACTORY_WORKER,,296AD448D6A9,QR-R-89008A2077
MARIA,"DE LA CRUZ",FERNANDEZ,R-202503-0607,"JAN. 10, 1981","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,FEMALE,WIDOWED,,,FARMER,,,QR-R-8A9FC407F7
JOSEFINA,,"DELA PEñA",R-202503-0608,"NOV. 28, 1998","HOUSE #849 STREET 25, CALLAO, ALICIA, ISABELA, 5001",NO,,MALE,MARRIED,,,LABORER,,,QR-R-C7E30F5521
RAFAEL,RAMOS,SANTIAGO,R-202503-0609,"JUL. 11, 1970","HOUSE #94 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1244",NO,,MALE,MARRIED,,,TEACHER,,4E8701714078,QR-R-43351F6776
JUAN,SALAZAR,"DE LA CRUZ",R-202503-0610,"OCT. 13, 1973","HOUSE #94 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1244",NO,,MALE,MARRIED,,,FACTORY_WORKER,,,QR-R-F4D360AB4E
MARIA,,TORRES,R-202503-0611,"JUL. 14, 1979","HOUSE #94 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1244",NO,,MALE,WIDOWED,,,TEACHER,,,QR-R-4E5A6F6B26
PEDRO,FLORES,BAUTISTA,R-202503-0612,"DEC. 1, 1962","HOUSE #94 STREET 46, SAN FRANCISCO, ALICIA, ISABELA, 1244",NO,,FEMALE,MARRIED,,,FARMER,"SENIOR CITIZEN",,QR-R-8A218F1E07
JOSEFINA,CRUZ,VILLEGAS,R-202503-0613,"MAY. 18, 2018","HOUSE #407 STREET 18, SAN ANTONIO (POB.), ALICIA, ISABELA, 1756",NO,,MALE,SINGLE,,,STUDENT,,,QR-R-6840887A64
ANTONIO,RODRIGUEZ,CRUZ,R-202503-0614,"FEB. 18, 1977","HOUSE #407 STREET 18, SAN ANTONIO (POB.), ALICIA, ISABELA, 1756",NO,,MALE,SINGLE,,,TEACHER,PWD,,QR-R-53312D6F10
FRANCISCO,PEREZ,MIRANDA,R-202503-0615,"JUL. 5, 1984","HOUSE #407 STREET 18, SAN ANTONIO (POB.), ALICIA, ISABELA, 1756",NO,,FEMALE,SEPARATED,,,TEACHER,,,QR-R-3136C9101B
ELENA,,PADILLA,R-202503-0616,"OCT. 3, 1981","HOUSE #407 STREET 18, SAN ANTONIO (POB.), ALICIA, ISABELA, 1756",NO,,MALE,MARRIED,,,DRIVER,,,QR-R-00245C971A
ABRA,"KELSEY VILLARREAL",DELANEY,R-202503-0617,"OCT. 24, 2007",,YES,,FEMALE,WIDOWED,,,"INCIDUNT QUISQUAM N",PWD,965,R-QP6E-617
NICHOLAS,"MAILE SWEET",FITZGERALD,R-202503-0618,"JAN. 10, 1987","EXERCITATION VOLUPTA, DAGUPAN, ALICIA, ISABELA",NO,"SEP. 18, 2014",OTHER,SEPARATED,"CULPA SEQUI SIT ILLU","JOHN PAUL GARAZA/09615034085","SIT MOLESTIAE DOLORE",PWD,638,R-A0DT-618
TEST,T,TEST,R-202503-0619,"MAR. 7, 2007","TESTSSD, ANTONINO (POB.), ALICIA, ISABELA",YES,"MAR. 07, 2025",OTHER,WIDOWED,"CULPA SEQUI SIT ILLU","JOHN PAUL GARAZA/09615034085",TEST,,1231231233334444,R-UZUA-619
